Price,Close,High,Low,Open,Volume
Ticker,,,,,
Date,,,,,
20-05-2015,29.1291275,29.33517659,28.9678711,29.11569004,145819600
21-05-2015,29.42699432,29.48074758,29.0776067,29.13135996,158921600
22-05-2015,29.68456268,29.7808702,29.42924063,29.47403673,182384000
26-05-2015,29.03058052,29.76743333,28.9185971,29.69800416,282790400
27-05-2015,29.57258415,29.62185714,29.12689227,29.19184115,183332800
28-05-2015,29.51434898,29.55242294,29.36205318,29.53226674,122933200
29-05-2015,29.17840004,29.44044084,29.09329155,29.39116786,203538000
01-06-2015,29.23662567,29.42699883,29.12688412,29.17839553,128451200
02-06-2015,29.10672569,29.26350176,28.96338708,29.08432765,134670400
03-06-2015,29.14256287,29.32621731,29.09328989,29.26350687,123934000
04-06-2015,28.97235107,29.2455909,28.87156668,29.02162405,153800400
05-06-2015,28.8133297,29.0462571,28.74838082,29.00370286,142507200
08-06-2015,28.62296295,28.93875702,28.40571484,28.86932443,210699200
09-06-2015,28.53785324,28.68567217,28.13471397,28.37659685,224301600
10-06-2015,28.86484909,28.96787193,28.6341618,28.64983941,156349200
11-06-2015,28.79990387,29.15601043,28.77526737,28.93204353,141563600
12-06-2015,28.48186302,28.74166538,28.46842556,28.71031016,147544800
15-06-2015,28.42586517,28.49753448,28.15486556,28.24221247,175955600
16-06-2015,28.57816505,28.63415676,28.30268683,28.45050404,125976400
17-06-2015,28.51097679,28.64087625,28.38555421,28.60504245,131672400
18-06-2015,28.64087868,28.73718449,28.49306145,28.4953016,141628800
19-06-2015,28.35420036,28.62744017,28.30940768,28.60280368,218867600
22-06-2015,28.58041191,28.68119632,28.46170975,28.55353527,136157200
23-06-2015,28.45051003,28.58041121,28.41691465,28.55129614,121075600
24-06-2015,28.69239044,29.07089493,28.47066376,28.49081996,221123600
25-06-2015,28.55577469,28.93651767,28.55577469,28.86036976,127752400
26-06-2015,28.38780403,28.6655225,28.33405245,28.59385317,176267200
29-06-2015,27.89058495,28.32508108,27.87938763,28.09887414,196645600
30-06-2015,28.09215546,28.24669309,27.96449445,28.12351067,177482800
01-07-2015,28.35420036,28.43034997,28.21758046,28.4213911,120955200
02-07-2015,28.31836891,28.37436062,28.16830982,28.31612876,108844000
06-07-2015,28.21982574,28.27133888,27.9622635,27.98242141,112241600
07-07-2015,28.15038872,28.25341324,27.72037115,28.1951814,187787200
08-07-2015,27.45161438,27.91522565,27.44489565,27.87939185,243046400
09-07-2015,26.89170074,27.78532804,26.70132926,27.7382952,314380000
10-07-2015,27.61063004,27.73829106,27.14701877,27.31051531,245418000
13-07-2015,28.14366722,28.16606356,27.84355084,28.00256705,165762000
14-07-2015,28.1324749,28.30269018,28.00481387,28.22878071,127072400
15-07-2015,28.40347862,28.4773881,28.12576018,28.15711541,134596800
16-07-2015,28.78197479,28.79541567,28.52217417,28.60952109,144889600
17-07-2015,29.03058052,29.03058052,28.73718451,28.90963993,184658800
20-07-2015,29.57930183,29.78087062,29.27246494,29.33293695,235600800
21-07-2015,29.28365707,29.76966459,29.187353,29.75398869,307025600
22-07-2015,28.04512787,28.10783831,27.32171423,27.32171423,461802400
23-07-2015,28.0316925,28.4639469,28.00929445,28.26461653,203998000
24-07-2015,27.88386917,28.16158755,27.74948942,28.0675219,168649200
27-07-2015,27.49640656,27.68453958,27.35082948,27.56807587,177822000
28-07-2015,27.63302803,27.75173189,27.44713685,27.63302803,134472400
29-07-2015,27.54567528,27.65989882,27.38441891,27.58151078,148046800
30-07-2015,27.40682411,27.4516168,27.25900517,27.39562509,134513200
31-07-2015,27.16717529,27.46729,27.07982837,27.45833113,171540000
03-08-2015,26.52663422,27.45161669,26.32058342,27.21197223,279904000
04-08-2015,25.67556,26.36089802,25.36424621,26.29818758,496554400
05-08-2015,25.84577179,26.30266431,25.10668059,25.29705205,397250400
06-08-2015,25.90200806,26.210232,25.67477895,26.0909926,211612000
07-08-2015,25.98975563,26.15399221,25.7602762,25.77827505,154681600
10-08-2015,26.93467712,26.99542113,26.21698848,26.21698848,219806400
11-08-2015,25.53304863,26.58820823,25.49705263,26.50496478,388331200
12-08-2015,25.92676353,25.96726011,24.66462225,25.31706632,404870000
13-08-2015,25.90652084,26.18774664,25.76928252,26.10675347,194143200
14-08-2015,26.08875275,26.16749562,25.65004122,25.71978466,171718000
17-08-2015,26.35873222,26.46897225,25.98526354,26.10675329,163538800
18-08-2015,26.21024513,26.42172749,26.1000051,26.19449656,138242800
19-08-2015,25.8750267,26.21474627,25.80078267,26.1202548,193146000
20-08-2015,25.34405899,25.72652523,25.11457787,25.66578124,274006400
21-08-2015,23.79395294,25.17533393,23.76920493,24.84461212,513102000
24-08-2015,23.20000076,24.47789068,20.6982158,21.34391076,648825200
25-08-2015,23.33948898,24.99759677,23.28549412,24.99759677,414406400
26-08-2015,24.67812729,24.72312273,23.63421724,24.09317624,387098400
27-08-2015,25.40480423,25.47679794,24.75236027,25.24956881,338464400
28-08-2015,25.48806,25.49255886,25.09434383,25.23608103,212657600
31-08-2015,25.36881256,25.76702746,25.19782683,25.20457597,224917200
01-09-2015,24.23491096,25.17082939,24.15391781,24.7816139,307383600
02-09-2015,25.2743187,25.2743187,24.55213121,24.79961123,247555200
03-09-2015,24.83111382,25.37331626,24.75686979,25.30807167,212935600
04-09-2015,24.58363152,24.84910871,24.41264748,24.51613836,199985200
08-09-2015,25.26757622,25.32382138,24.81986521,25.1415876,219374400
09-09-2015,24.7816124,25.65228618,24.69611867,25.59379247,340043200
10-09-2015,25.3260746,25.48581067,24.72537661,24.80861836,251571200
11-09-2015,25.69503021,25.69503021,25.14382851,25.15057766,199662000
14-09-2015,25.94251823,26.29798807,25.84127763,26.22824462,233453600
15-09-2015,26.16074753,26.21699269,25.74228342,26.08200465,173364800
16-09-2015,26.18999863,26.21924549,25.97176712,26.1540009,148694000
17-09-2015,25.62979126,26.20799137,25.58479582,26.02125877,256450400
18-09-2015,25.52404976,25.71528465,25.1685817,25.24507428,297141200
21-09-2015,25.92001915,25.95601688,25.57130019,25.57354876,200888000
22-09-2015,25.51280022,25.68828481,25.31481619,25.50829964,201384800
23-09-2015,25.71979141,25.80978403,25.49031187,25.56455419,143026800
24-09-2015,25.87277031,25.98526062,25.28107192,25.47905424,200878000
25-09-2015,25.80752754,26.25298994,25.65229036,26.19674478,224607600
28-09-2015,25.29681587,25.77602387,25.29681587,25.61403758,208436000
29-09-2015,24.53638458,25.53754932,24.26640854,25.38456244,293461600
30-09-2015,24.81535912,25.09433456,24.46213967,24.78611054,265892000
01-10-2015,24.65337372,24.66237315,24.14266681,24.53863314,255716400
02-10-2015,24.83335686,24.97509573,24.19666309,24.30015396,232079200
05-10-2015,24.9233532,25.05609266,24.53863654,24.72087029,208258800
06-10-2015,25.04259109,25.13933283,24.69612075,24.88960421,192787200
07-10-2015,24.9233532,25.14608353,24.61513084,25.13933439,187062400
08-10-2015,24.63537598,24.79061314,24.34515079,24.79061314,247918400
09-10-2015,25.22482491,25.26082091,24.63312484,24.74786543,211064400
12-10-2015,25.10783768,25.36656574,25.07184167,25.36206688,121868800
13-10-2015,25.15057755,25.29906383,24.90084898,24.93234612,132197200
14-10-2015,24.79511452,25.08983859,24.64887677,25.038094,177849600
15-10-2015,25.16633034,25.2203252,24.85810629,24.95709831,150694000
16-10-2015,24.98184776,25.19782895,24.86710717,25.14833294,156930400
19-10-2015,25.13708305,25.14158191,24.77261387,24.92785103,119036800
20-10-2015,25.59604263,25.68603522,24.93235054,25.0493397,195871200
21-10-2015,25.59379959,26.00326431,25.58029958,25.64779447,167180800
22-10-2015,25.98526001,25.98526001,25.67028682,25.72203311,166616400
23-10-2015,26.79068756,26.82443499,26.17199097,26.25523269,237467600
26-10-2015,25.93576622,26.57696066,25.85477306,26.56571266,265335200
27-10-2015,25.77153206,26.21924304,25.64554174,25.96276525,279537600
28-10-2015,26.83344269,26.84019355,26.11125497,26.30698877,342205600
29-10-2015,27.11691093,27.15290865,26.60845431,26.70519603,204909200
30-10-2015,26.88517952,27.27214639,26.8739298,27.22040011,197461200
02-11-2015,27.26315689,27.30365348,26.90993732,27.17766486,128813200
03-11-2015,27.57587242,27.78285416,27.15515808,27.17540722,182076000
04-11-2015,27.44763374,27.85709837,27.36214173,27.70186121,179544400
05-11-2015,27.32110405,27.72102525,27.15390624,27.5312317,158210800
06-11-2015,27.35273552,27.52219324,27.25332149,27.36403339,132169200
09-11-2015,27.24202347,27.52219309,27.12453354,27.33014135,135485600
10-11-2015,26.38343811,26.67716553,26.22301833,26.41281189,236511600
11-11-2015,26.23431587,26.53030149,26.03096625,26.2930617,180872000
12-11-2015,26.14620209,26.39473978,26.1303861,26.26821188,130102400
13-11-2015,25.3825016,26.11230014,25.36668562,26.0287004,183249600
16-11-2015,25.79824638,25.81180245,25.0797455,25.16560347,152426800
17-11-2015,25.68752861,25.99481205,25.60392886,25.96543827,110467600
18-11-2015,26.50093079,26.54611883,26.09649145,26.15523728,186698800
19-11-2015,26.83757782,27.05674337,26.38117255,26.58000228,173183200
20-11-2015,26.95507622,27.09516017,26.85340055,26.93248048,137148400
23-11-2015,26.6048584,27.05222748,26.5122207,26.94829191,129930000
24-11-2015,26.8601799,26.96637369,26.46252033,26.50996829,171212800
25-11-2015,26.66812134,26.93925468,26.64326741,26.93473484,85553200
27-11-2015,26.61841965,26.75398721,26.57097169,26.72687335,52185600
30-11-2015,26.72913361,26.97993119,26.60486391,26.6590899,156721200
01-12-2015,26.5122242,26.8443616,26.40377222,26.83080554,139409600
02-12-2015,26.27272606,26.68620333,26.22753802,26.51222576,133546400
03-12-2015,26.02870941,26.38796073,25.80728559,26.33373474,166278000
04-12-2015,26.89406967,26.94377755,26.00837107,26.04904099,231108000
07-12-2015,26.72461319,27.08160455,26.6184194,26.88277477,128336800
08-12-2015,26.71331596,26.796914,26.40377257,26.55289447,137238000
09-12-2015,26.12360382,26.59130708,26.00159405,26.58000921,185445600
10-12-2015,26.24787712,26.42185472,26.09875519,26.21850506,116850800
11-12-2015,25.57230377,26.07163906,25.49774195,26.02645102,187544800
14-12-2015,25.41414642,25.45933447,24.80635736,25.34636263,257274800
15-12-2015,24.96450996,25.4864409,24.932878,25.29212925,213292400
16-12-2015,25.15656853,25.30343226,24.5826731,25.09556449,224954000
17-12-2015,24.62333488,25.36216972,24.62333488,25.31020193,179091200
18-12-2015,23.95680618,24.74534908,23.9070983,24.60752503,385813200
21-12-2015,24.25053596,24.25957392,23.8528746,24.23923809,190362400
22-12-2015,24.2279377,24.3386496,24.05170021,24.2663477,131157600
23-12-2015,24.53974342,24.59396942,24.221162,24.23697799,130629600
24-12-2015,24.40869522,24.62786086,24.39061931,24.62786086,54281600
28-12-2015,24.1353035,24.33187512,23.99069968,24.30927937,106816800
29-12-2015,24.56910896,24.72501061,24.14433557,24.16692959,123724800
30-12-2015,24.24827194,24.56007355,24.21663997,24.53296142,100855200
31-12-2015,23.7828331,24.18275267,23.68341732,24.17823455,163649200
04-01-2016,23.80316162,23.80768146,23.04625079,23.18407654,270597600
05-01-2016,23.20666885,23.91613168,23.1388868,23.89353766,223164000
06-01-2016,22.75252342,23.1298506,22.56499151,22.72089145,273829600
07-01-2016,21.79226303,22.62373568,21.78774492,22.2961181,324377600
08-01-2016,21.9074955,22.39327468,21.86230746,22.26674679,283192000
11-01-2016,22.26222801,22.38197787,21.99335451,22.36164377,198957600
12-01-2016,22.58532715,22.75026677,22.33226964,22.7186348,196616800
13-01-2016,22.0046463,22.86323264,21.98431221,22.6666611,249758400
14-01-2016,22.48591805,22.70282553,21.63185107,22.1334464,252680400
15-01-2016,21.94590759,22.07695533,21.54598806,21.73577992,319335600
19-01-2016,21.83970261,22.28932975,21.57760728,22.23510379,212350800
20-01-2016,21.86909294,22.1854145,21.10766198,21.4872475,289337600
21-01-2016,21.75836754,22.11535709,21.45108413,21.93008342,208646000
22-01-2016,22.91520309,22.92424105,22.22607604,22.28482014,263202000
25-01-2016,22.46783829,22.94005971,22.41587049,22.93779979,207178000
26-01-2016,22.59210205,22.79319173,22.15829071,22.57854599,300308000
27-01-2016,21.10765076,21.83292951,21.08957486,21.69962361,533478800
28-01-2016,21.25903893,21.35619477,20.87493538,21.19125686,222715200
29-01-2016,21.99335289,21.99335289,21.3177819,21.41719765,257666000
01-02-2016,21.78774452,21.85100846,21.55502286,21.79678247,163774000
02-02-2016,21.34716034,21.69963194,21.30197057,21.55954623,149428800
03-02-2016,21.76966858,21.88038048,21.25677729,21.46464502,183857200
04-02-2016,21.94458961,22.11042424,21.62428128,21.77648455,185886800
05-02-2016,21.3584938,22.01728626,21.28352912,21.92641804,185672400
08-02-2016,21.58339119,21.74013709,21.13586665,21.15631109,216085600
09-02-2016,21.57884979,21.79466205,21.33805046,21.41983169,177324800
10-02-2016,21.41527748,21.88779067,21.37665906,21.79010767,169374400
11-02-2016,21.28580093,21.51751501,21.03364242,21.30624711,200298800
12-02-2016,21.35168266,21.46753971,21.1290573,21.39711765,161405600
16-02-2016,21.95368385,22.00138929,21.49252955,21.58566825,196231600
17-02-2016,22.28988838,22.31033282,21.84236386,21.96049132,179452800
18-02-2016,21.86735535,22.46481102,21.82873518,22.45345184,156084000
19-02-2016,21.81737328,21.9809357,21.76285305,21.80828628,141496800
22-02-2016,22.00819588,22.01274024,21.79011321,21.87870924,137123200
23-02-2016,21.5106926,21.92186907,21.47888899,21.89915245,127770400
24-02-2016,21.8310051,21.89461233,21.19947369,21.3494065,145022800
25-02-2016,21.98093605,21.98093605,21.63790939,21.81964581,110330800
26-02-2016,22.01501656,22.26717333,21.94005014,22.08089424,115964400
29-02-2016,21.96503258,22.31487402,21.95594558,22.003651,140865200
01-03-2016,22.83735847,22.89187869,22.13086092,22.18311068,201628400
02-03-2016,22.88734818,22.9191518,22.63518966,22.83282793,132678400
03-03-2016,23.05772018,23.1054256,22.81919135,22.84872452,147822800
04-03-2016,23.4007473,23.56885236,23.02818919,23.25535885,184220400
07-03-2016,23.14177322,23.35985588,22.93504801,23.25990068,143315600
08-03-2016,22.95095253,23.11678716,22.80783626,22.89416011,126247600
09-03-2016,22.97140121,23.07589907,22.77830558,23.01456228,108806800
10-03-2016,22.98275375,23.22582522,22.75104147,23.03727572,134054400
11-03-2016,23.23037338,23.23491601,23.05772393,23.22582902,109632800
14-03-2016,23.2894268,23.37802454,23.12132178,23.15085494,100304400
15-03-2016,23.75740051,23.89370195,23.59156592,23.61655472,160270800
16-03-2016,24.07316971,24.15040656,23.75967446,23.76421882,153214000
17-03-2016,24.03455162,24.18675488,23.8437282,23.97094266,137682800
18-03-2016,24.06180763,24.19356644,23.89597477,24.15721846,176820800
21-03-2016,24.05953598,24.45481065,23.8846144,24.06407861,142010800
22-03-2016,24.24355125,24.37303792,23.90052451,23.90961151,129777600
23-03-2016,24.10951424,24.32305426,24.05726619,24.189025,102814000
24-03-2016,24.00502014,24.13677897,23.82782807,23.9595869,104532000
28-03-2016,23.89598083,24.12315053,23.86644767,24.07998773,77645600
29-03-2016,24.46162415,24.48661294,23.82554853,23.82782071,124760400
30-03-2016,24.88871002,25.08407609,24.67062733,24.68198651,182404400
31-03-2016,24.75921822,24.96594342,24.73422942,24.92505281,103553600
01-04-2016,24.98639297,24.98866516,24.57975903,24.71151787,103496000
04-04-2016,25.2430954,25.48616689,25.04999978,25.08407558,149424800
05-04-2016,24.94550133,25.15449874,24.85690529,24.87735147,106314800
06-04-2016,25.20674706,25.21129142,24.80692794,25.04091416,105616400
07-04-2016,24.65699959,25.084078,24.56158873,24.97730797,127207600
08-04-2016,24.68425751,24.93641425,24.57294312,24.74104993,94326800
11-04-2016,24.76603699,25.12723767,24.72287593,24.75467954,117630000
12-04-2016,25.08862114,25.10225077,24.68425937,24.83873309,108929200
13-04-2016,25.45209122,25.52024108,25.1704013,25.1704013,133029200
14-04-2016,25.46572113,25.53160055,25.29080124,25.35668065,101895600
15-04-2016,24.95459175,25.51115857,24.9273325,25.46799577,187756000
18-04-2016,24.41620255,24.75014058,24.29353069,24.73651095,243286000
19-04-2016,24.28671074,24.53432485,24.13223529,24.50706387,129539600
20-04-2016,24.33668709,24.55476977,24.0936156,24.22537443,122444000
21-04-2016,24.07316971,24.29125238,23.97094232,24.29125238,126210000
22-04-2016,24.0072937,24.18903015,23.76649438,23.85509042,134732400
25-04-2016,23.87098503,24.00047165,23.74149841,23.85281104,112126400
26-04-2016,23.70515823,23.92097049,23.60520474,23.60520474,224064800
27-04-2016,22.22173691,22.42391777,21.73559396,21.80828818,458408400
28-04-2016,21.54249763,22.23536401,21.41073883,22.17402896,328970800
29-04-2016,21.29488182,21.51750883,21.01546413,21.35167423,274126000
02-05-2016,21.2721653,21.3721205,20.99047543,21.3471317,192640400
03-05-2016,21.62200546,21.7492199,21.28125102,21.39937846,227325200
04-05-2016,21.39711571,21.78557571,21.31306229,21.62655587,164102000
05-05-2016,21.31026077,21.49996,21.18227177,21.48396137,143562000
06-05-2016,21.19141388,21.35825643,20.99257233,21.33997353,174799600
09-05-2016,21.20740891,21.43138961,21.16169731,21.25540477,131745600
10-05-2016,21.35140038,21.38568364,21.05199679,21.33083146,134747200
11-05-2016,21.14341927,21.38568467,21.13199093,21.36511575,114876400
12-05-2016,20.64745903,21.20512842,20.44861921,21.19141581,305258800
13-05-2016,20.68859482,20.95143084,20.56974815,20.56974815,177571200
16-05-2016,21.45654106,21.5731035,20.94686918,21.1159978,245039200
17-05-2016,21.36740303,21.64395174,21.25769865,21.60967021,187667600
18-05-2016,21.61195374,21.76051341,21.45882377,21.520534,168249600
19-05-2016,21.52966881,21.63023258,21.3856812,21.63023258,121768400
20-05-2016,21.76280022,21.8107961,21.60281219,21.63023916,128104000
23-05-2016,22.03934479,22.21304539,21.86564419,21.91135579,152074400
24-05-2016,22.37531853,22.41874237,22.13305138,22.21990256,140560800
25-05-2016,22.76842308,22.79584829,22.42330798,22.55129695,152675200
26-05-2016,22.94898605,23.02212288,22.54444665,22.78214175,225324800
27-05-2016,22.93527412,22.96270109,22.68386638,22.72729197,145364800
31-05-2016,22.82327843,22.94669713,22.58558335,22.76385422,169228800
01-06-2016,22.50331306,22.75015056,22.47360182,22.6313021,116693200
02-06-2016,22.33417702,22.36160223,22.08505359,22.30675006,160766400
03-06-2016,22.37988091,22.459874,22.27246085,22.35016968,114019600
06-06-2016,22.54216003,23.28724258,22.29532436,22.39588639,93170000
07-06-2016,22.63358307,22.82556832,22.61758444,22.68386496,89638000
08-06-2016,22.6130085,22.75471008,22.5535843,22.63129139,83392400
09-06-2016,22.77528572,22.85299283,22.50330734,22.51244967,106405600
10-06-2016,22.58786774,22.70671439,22.50787463,22.51930122,126851600
13-06-2016,22.24732399,22.65414935,22.19247182,22.5558716,152082000
14-06-2016,22.27475739,22.50788224,22.11248509,22.24276013,127727600
15-06-2016,22.20161247,22.49187542,22.17647153,22.3570284,117780800
16-06-2016,22.29533195,22.34104183,21.95707296,22.04392242,125307200
17-06-2016,21.78793716,22.08962677,21.78108086,22.08277046,244032800
20-06-2016,21.73536873,22.07134159,21.7193701,21.94106658,137647600
21-06-2016,21.92050171,22.02106376,21.63938097,21.6988052,142185600
22-06-2016,21.83821678,22.14447664,21.79250518,21.99820302,116876400
23-06-2016,21.96391487,22.00734044,21.76964542,21.92734734,128960800
24-06-2016,21.34683609,21.63481316,21.17542146,21.23484568,301245600
27-06-2016,21.0359993,21.26683811,20.91258058,21.25540977,181958400
28-06-2016,21.39025307,21.40625344,21.05885225,21.23255284,161779600
29-06-2016,21.57538223,21.6096655,21.39939562,21.47710447,146124000
30-06-2016,21.84964943,21.88850299,21.55253181,21.58452906,143345600
01-07-2016,21.91592407,22.04848509,21.78793508,21.82450262,104106000
05-07-2016,21.71022224,21.8039297,21.58908958,21.80164368,110820800
06-07-2016,21.83364868,21.86336166,21.56852834,21.62109451,123796400
07-07-2016,21.92734909,22.05533806,21.85421229,21.87249518,100558400
08-07-2016,22.09648705,22.14448293,21.95249939,22.05306145,115648400
11-07-2016,22.1650486,22.31817854,22.10791041,22.11248069,95179600
12-07-2016,22.26560974,22.32960424,22.19704496,22.20847155,96670000
13-07-2016,22.13990974,22.32275093,22.1330517,22.26332846,103568800
14-07-2016,22.57872581,22.62443567,22.242753,22.25875162,155676000
15-07-2016,22.576437,22.69528539,22.51244252,22.60843424,120548000
18-07-2016,22.8164196,22.88498437,22.53529897,22.5581539,145975600
19-07-2016,22.82556534,22.85527657,22.70443091,22.7547128,95119600
20-07-2016,22.84614182,22.96041824,22.79585991,22.85528414,105104000
21-07-2016,22.7250061,23.08383395,22.65643956,22.81642758,130808000
22-07-2016,22.54901314,22.69528675,22.46901829,22.68614443,113254800
25-07-2016,22.24732399,22.59015312,22.15133225,22.45530783,161531600
26-07-2016,22.09419632,22.39131562,22.03705813,22.12847958,224959200
27-07-2016,23.52950668,23.84948091,23.48379683,23.83119627,369379200
28-07-2016,23.84719658,23.87233752,23.49979712,23.50208313,159479200
29-07-2016,23.81748009,23.89518892,23.69634742,23.8129098,110934800
01-08-2016,24.23802376,24.26087869,23.86319733,23.86319733,152671600
